Rk,Player,Season,Age,Tm,Lg,Ht,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1,Boban Marjanovic\marjabo01,2017-18,29,TOT,NBA,7-3,39,1,337,79,148,79,148,0,0,77,97,48,96,144,22,10,11,36,51,235,.534,.534,,.534,.794,.616
2,Kristaps Porzingis\porzikr01,2017-18,22,NYK,NBA,7-3,48,48,1553,390,889,300,661,90,228,218,275,62,254,316,57,36,115,93,141,1088,.439,.454,.395,.489,.793,.539
3,Salah Mejri\mejrisa01,2017-18,31,DAL,NBA,7-2,61,1,729,88,137,88,134,0,3,38,66,85,161,246,35,22,67,39,121,214,.642,.657,.000,.642,.576,.644
4,Dragan Bender\bendedr01,2017-18,20,PHO,NBA,7-1,82,37,2069,187,484,69,162,118,322,39,51,40,321,361,130,22,53,112,166,531,.386,.426,.366,.508,.765,.524
5,Tyson Chandler\chandty01,2017-18,35,PHO,NBA,7-1,46,46,1151,121,187,121,187,0,0,58,93,134,284,418,53,16,27,59,106,300,.647,.647,,.647,.624,.658
6,Marc Gasol\gasolma01,2017-18,33,MEM,NBA,7-1,73,73,2408,434,1033,325,713,109,320,281,337,78,514,592,305,54,101,194,185,1258,.420,.456,.341,.473,.834,.532
7,Rudy Gobert\goberru01,2017-18,25,UTA,NBA,7-1,56,56,1816,276,444,276,444,0,0,204,299,165,436,601,80,44,129,107,153,756,.622,.622,,.622,.682,.657
8,Luke Kornet\kornelu01,2017-18,22,NYK,NBA,7-1,20,1,326,49,125,21,46,28,79,8,11,11,53,64,26,6,16,12,28,134,.392,.457,.354,.504,.727,.516
9,Alex Len\lenal01,2017-18,24,PHO,NBA,7-1,69,13,1395,214,378,213,375,1,3,158,231,175,343,518,82,27,61,78,158,587,.566,.568,.333,.567,.684,.612
10,Meyers Leonard\leoname01,2017-18,25,POR,NBA,7-1,33,2,254,46,78,35,52,11,26,9,11,12,58,70,17,7,0,10,36,112,.590,.673,.423,.660,.818,.676
11,Thon Maker\makerth01,2017-18,20,MIL,NBA,7-1,74,12,1238,130,316,99,212,31,104,65,93,75,150,225,46,38,53,44,162,356,.411,.467,.298,.460,.699,.499
12,Timofey Mozgov\mozgoti01,2017-18,31,BRK,NBA,7-1,31,13,359,52,93,48,75,4,18,23,30,32,66,98,11,5,13,33,39,131,.559,.640,.222,.581,.767,.617
13,Georgios Papagiannis\papagge01,2017-18,20,TOT,NBA,7-1,17,0,122,18,42,18,42,0,0,0,0,13,24,37,9,4,6,8,12,36,.429,.429,,.429,,.429
14,Zhou Qi\qizh01,2017-18,22,HOU,NBA,7-1,18,0,124,6,32,4,13,2,19,8,12,6,16,22,2,2,14,10,14,22,.188,.308,.105,.219,.667,.295
15,Ivica Zubac\zubaciv01,2017-18,20,LAL,NBA,7-1,43,0,410,61,122,61,121,0,1,39,51,45,78,123,25,8,15,26,47,161,.500,.504,.000,.500,.765,.557
16,Steven Adams\adamsst01,2017-18,24,OKC,NBA,7-0,76,76,2487,448,712,448,710,0,2,160,286,384,301,685,88,92,78,128,215,1056,.629,.631,.000,.629,.559,.630
17,Omer Asik\asikom01,2017-18,31,TOT,NBA,7-0,18,0,182,9,22,9,22,0,0,4,13,9,38,47,3,2,4,9,20,22,.409,.409,,.409,.308,.397
18,Andrew Bogut\bogutan01,2017-18,33,LAL,NBA,7-0,23,5,216,17,25,17,25,0,0,2,2,26,52,78,15,4,13,19,40,36,.680,.680,,.680,1.000,.696
19,Willie Cauley-Stein\caulewi01,2017-18,24,SAC,NBA,7-0,73,58,2044,388,773,385,761,3,12,153,247,131,379,510,172,77,67,109,185,932,.502,.506,.250,.504,.619,.529
20,Zach Collins\colliza01,2017-18,20,POR,NBA,7-0,66,1,1045,115,289,80,176,35,113,27,42,45,176,221,52,17,31,58,133,292,.398,.455,.310,.458,.643,.475
21,Dewayne Dedmon\dedmode01,2017-18,28,ATL,NBA,7-0,62,46,1542,250,477,200,336,50,141,67,86,100,389,489,90,40,51,86,162,617,.524,.595,.355,.577,.779,.599
22,Joel Embiid\embiijo01,2017-18,23,PHI,NBA,7-0,63,63,1912,510,1056,444,842,66,214,359,467,143,547,690,199,40,111,234,209,1445,.483,.527,.308,.514,.769,.573
23,Channing Frye\fryech01,2017-18,34,TOT,NBA,7-0,53,1,695,104,212,65,97,39,115,17,19,12,123,135,38,18,13,21,69,264,.491,.670,.339,.583,.895,.599
24,Pau Gasol\gasolpa01,2017-18,37,SAS,NBA,7-0,77,63,1812,287,627,244,507,43,120,158,209,129,490,619,238,24,79,108,121,775,.458,.481,.358,.492,.756,.539
25,Dakari Johnson\johnsda04,2017-18,22,OKC,NBA,7-0,31,6,161,22,39,22,39,0,0,11,20,16,18,34,8,6,8,3,27,55,.564,.564,,.564,.550,.575
26,Nikola Jokic\jokicni01,2017-18,22,DEN,NBA,7-0,75,73,2443,504,1010,393,730,111,280,266,313,195,608,803,458,90,61,210,212,1385,.499,.538,.396,.554,.850,.603
27,Damian Jones\jonesda03,2017-18,22,GSW,NBA,7-0,15,0,89,11,22,11,22,0,0,3,5,5,9,14,2,1,3,4,14,25,.500,.500,,.500,.600,.517
28,Frank Kaminsky\kaminfr01,2017-18,24,CHO,NBA,7-0,79,4,1835,307,716,203,442,104,274,155,194,46,242,288,129,36,19,66,95,873,.429,.459,.380,.501,.799,.545
29,Kosta Koufos\koufoko01,2017-18,28,SAC,NBA,7-0,71,13,1391,222,389,222,389,0,0,33,74,149,323,472,87,47,32,49,146,477,.571,.571,,.571,.446,.566
30,Brook Lopez\lopezbr01,2017-18,29,LAL,NBA,7-0,74,72,1735,369,793,257,468,112,325,111,158,74,220,294,126,30,98,98,195,961,.465,.549,.345,.536,.703,.557
31,Robin Lopez\lopezro01,2017-18,29,CHI,NBA,7-0,64,64,1690,342,645,338,631,4,14,68,90,134,156,290,124,14,53,107,109,756,.530,.536,.286,.533,.756,.552
32,Lauri Markkanen\markkla01,2017-18,20,CHI,NBA,7-0,68,68,2020,374,862,229,461,145,401,140,166,79,429,508,79,39,40,83,103,1033,.434,.497,.362,.518,.843,.552
33,JaVale McGee\mcgeeja01,2017-18,30,GSW,NBA,7-0,65,17,615,136,219,136,213,0,6,38,52,59,110,169,33,21,57,27,91,310,.621,.638,.000,.621,.731,.641
34,Lucas Nogueira\noguelu01,2017-18,25,TOR,NBA,7-0,49,3,418,49,80,44,61,5,19,19,28,18,69,87,22,23,43,16,49,122,.613,.721,.263,.644,.679,.661
35,Dirk Nowitzki\nowitdi01,2017-18,39,DAL,NBA,7-0,77,77,1900,346,758,208,421,138,337,97,108,22,416,438,120,43,45,51,146,927,.456,.494,.409,.547,.898,.575
36,Jusuf Nurkic\nurkiju01,2017-18,23,POR,NBA,7-0,79,79,2088,480,951,480,944,0,7,172,273,189,519,708,143,64,111,183,247,1132,.505,.508,.000,.505,.630,.528
37,Kelly Olynyk\olynyke01,2017-18,26,MIA,NBA,7-0,76,22,1779,316,636,210,356,106,280,134,174,89,342,431,207,62,35,147,222,872,.497,.590,.379,.580,.770,.612
38,Justin Patton\pattoju01,2017-18,20,MIN,NBA,7-0,1,0,4,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,2,.500,.500,,.500,,.500
39,Marshall Plumlee\plumlma02,2017-18,25,MIL,NBA,7-0,8,0,52,1,3,1,3,0,0,12,16,4,13,17,2,0,1,3,10,14,.333,.333,,.333,.750,.697
40,Jakob Poeltl\poeltja01,2017-18,22,TOR,NBA,7-0,82,0,1524,253,384,252,382,1,2,60,101,165,228,393,57,39,100,85,212,567,.659,.660,.500,.660,.594,.662
41,Jason Smith\smithja02,2017-18,31,WAS,NBA,7-0,33,2,285,45,115,41,83,4,32,19,21,18,35,53,14,3,13,16,44,113,.391,.494,.125,.409,.905,.455
42,Karl-Anthony Towns\townska01,2017-18,22,MIN,NBA,7-0,82,82,2918,639,1172,519,887,120,285,345,402,238,774,1012,199,64,115,159,285,1743,.545,.585,.421,.596,.858,.646
43,Jonas Valanciunas\valanjo01,2017-18,25,TOR,NBA,7-0,77,77,1727,390,687,360,613,30,74,170,211,183,477,660,81,29,69,115,192,980,.568,.587,.405,.590,.806,.628
44,Nikola Vucevic\vucevni01,2017-18,27,ORL,NBA,7-0,57,57,1683,399,840,335,636,64,204,77,94,101,422,523,191,56,62,109,144,939,.475,.527,.314,.513,.819,.533
45,Hassan Whiteside\whiteha01,2017-18,28,MIA,NBA,7-0,54,54,1364,312,578,310,576,2,2,128,182,174,444,618,54,37,94,92,131,754,.540,.538,1.000,.542,.703,.573
46,Jeff Withey\witheje01,2017-18,27,DAL,NBA,7-0,9,0,39,6,16,4,6,2,10,1,2,1,9,10,0,0,3,2,3,15,.375,.667,.200,.438,.500,.444
47,Cody Zeller\zelleco01,2017-18,25,CHO,NBA,7-0,33,0,627,85,156,83,153,2,3,61,85,67,110,177,31,14,21,33,81,233,.545,.542,.667,.551,.718,.602
48,Tyler Zeller\zellety01,2017-18,28,TOT,NBA,7-0,66,34,1109,187,334,177,306,10,28,57,79,110,195,305,47,15,35,47,126,441,.560,.578,.357,.575,.722,.598
49,Cole Aldrich\aldrico01,2017-18,29,MIN,NBA,6-11,21,0,49,5,15,5,15,0,0,2,6,3,12,15,3,2,1,1,11,12,.333,.333,,.333,.333,.340
50,LaMarcus Aldridge\aldrila01,2017-18,32,SAS,NBA,6-11,75,75,2509,687,1347,660,1255,27,92,334,399,246,389,635,152,43,90,111,161,1735,.510,.526,.293,.520,.837,.570
51,Jarrett Allen\allenja01,2017-18,19,BRK,NBA,6-11,72,31,1441,234,397,229,382,5,15,114,147,144,244,388,49,28,88,82,147,587,.589,.599,.333,.596,.776,.636
52,Giannis Antetokounmpo\antetgi01,2017-18,23,MIL,NBA,6-11,75,75,2756,742,1402,699,1262,43,140,487,641,156,597,753,361,109,106,223,231,2014,.529,.554,.307,.545,.760,.598
53,Thomas Bryant\bryanth01,2017-18,20,LAL,NBA,6-11,15,0,72,8,21,7,11,1,10,5,9,3,14,17,6,1,2,2,6,22,.381,.636,.100,.405,.556,.441
54,DeMarcus Cousins\couside01,2017-18,27,NOP,NBA,6-11,48,48,1737,406,864,302,570,104,294,294,394,105,512,617,257,79,76,242,183,1210,.470,.530,.354,.530,.746,.583
55,Deyonta Davis\davisde01,2017-18,21,MEM,NBA,6-11,62,6,943,161,265,161,265,0,0,38,57,75,175,250,40,15,39,32,125,360,.608,.608,,.608,.667,.621
56,Gorgui Dieng\dienggo01,2017-18,28,MIN,NBA,6-11,79,0,1333,186,388,167,327,19,61,79,102,106,254,360,71,45,39,59,147,470,.479,.511,.311,.504,.775,.543
57,Andre Drummond\drumman01,2017-18,24,DET,NBA,6-11,78,78,2625,466,881,466,870,0,11,239,395,399,848,1247,237,114,127,200,250,1171,.529,.536,.000,.529,.605,.555
58,Henry Ellenson\ellenhe01,2017-18,21,DET,NBA,6-11,38,0,329,53,146,33,86,20,60,25,29,10,71,81,20,5,0,18,22,151,.363,.384,.333,.432,.862,.476
59,Marcin Gortat\gortama01,2017-18,33,WAS,NBA,6-11,82,82,2075,290,560,290,560,0,0,110,163,181,442,623,151,40,61,99,175,690,.518,.518,,.518,.675,.546
60,John Henson\hensojo01,2017-18,27,MIL,NBA,6-11,76,69,1970,287,502,286,495,1,7,90,158,150,363,513,114,45,109,84,202,665,.572,.578,.143,.573,.570,.582
61,Willy Hernangomez\hernawi01,2017-18,23,TOT,NBA,6-11,48,1,495,91,164,86,152,5,12,59,90,61,122,183,33,18,16,35,64,246,.555,.566,.417,.570,.656,.604
62,Nene Hilario\hilarne01,2017-18,35,HOU,NBA,6-11,52,4,758,136,239,136,237,0,2,68,107,54,122,176,45,28,14,38,123,340,.569,.574,.000,.569,.636,.594
63,Dwight Howard\howardw01,2017-18,32,CHO,NBA,6-11,81,81,2463,506,911,505,904,1,7,334,582,255,757,1012,105,48,131,208,249,1347,.555,.559,.143,.556,.574,.577
64,DeAndre Jordan\jordade01,2017-18,29,LAC,NBA,6-11,77,77,2424,373,578,373,578,0,0,181,312,329,842,1171,117,39,71,137,203,927,.645,.645,,.645,.580,.648
65,Enes Kanter\kanteen01,2017-18,25,NYK,NBA,6-11,71,71,1830,422,713,422,711,0,2,156,184,273,507,780,105,36,37,122,187,1000,.592,.594,.000,.592,.848,.630
66,Maxi Kleber\klebima01,2017-18,26,DAL,NBA,6-11,72,36,1206,151,309,111,181,40,128,44,59,71,163,234,51,26,47,30,114,386,.489,.613,.313,.553,.746,.576
67,Skal Labissiere\labissk01,2017-18,21,SAC,NBA,6-11,60,28,1240,205,458,187,407,18,51,95,118,99,189,288,72,25,49,73,132,523,.448,.459,.353,.467,.805,.513
68,Joffrey Lauvergne\lauvejo01,2017-18,26,SAS,NBA,6-11,55,1,534,98,190,98,185,0,5,30,47,63,108,171,41,9,3,33,45,226,.516,.530,.000,.516,.638,.536
69,Ian Mahinmi\mahinia01,2017-18,31,WAS,NBA,6-11,77,0,1145,138,248,138,246,0,2,90,128,135,177,312,53,38,42,100,230,366,.556,.561,.000,.556,.703,.601
70,Chris McCullough\mcculch01,2017-18,22,WAS,NBA,6-11,19,0,90,18,42,17,34,1,8,9,14,7,18,25,4,0,5,2,8,46,.429,.500,.125,.440,.643,.478
71,Greg Monroe\monrogr01,2017-18,27,TOT,NBA,6-11,51,14,1040,218,386,218,386,0,0,88,119,109,241,350,114,44,23,94,95,524,.565,.565,,.565,.739,.598
72,Mike Muscala\muscami01,2017-18,26,ATL,NBA,6-11,53,7,1060,143,312,81,145,62,167,57,62,56,174,230,51,31,27,42,80,405,.458,.559,.371,.558,.919,.597
73,Joakim Noah\noahjo01,2017-18,32,NYK,NBA,6-11,7,0,40,5,10,5,10,0,0,2,4,6,8,14,4,2,2,4,5,12,.500,.500,,.500,.500,.510
74,Nerlens Noel\noelne01,2017-18,23,DAL,NBA,6-11,30,6,472,55,105,55,104,0,1,21,28,48,120,168,20,31,22,26,59,131,.524,.529,.000,.524,.750,.558
75,Jahlil Okafor\okafoja01,2017-18,22,TOT,NBA,6-11,28,0,353,77,138,76,134,1,4,21,29,21,64,85,12,3,18,21,51,176,.558,.567,.250,.562,.724,.584
76,Zaza Pachulia\pachuza01,2017-18,33,GSW,NBA,6-11,69,57,972,149,264,149,263,0,1,75,93,89,232,321,109,38,17,72,122,373,.564,.567,.000,.564,.806,.612
77,Mason Plumlee\plumlma01,2017-18,27,DEN,NBA,6-11,74,26,1439,221,368,221,367,0,1,82,179,132,268,400,142,49,81,103,184,524,.601,.602,.000,.601,.458,.586
78,Miles Plumlee\plumlmi01,2017-18,29,ATL,NBA,6-11,55,35,918,105,180,105,180,0,0,27,60,77,151,228,45,17,30,63,79,237,.583,.583,,.583,.450,.574
79,Bobby Portis\portibo01,2017-18,22,CHI,NBA,6-11,73,4,1643,382,811,302,588,80,223,120,156,159,339,498,123,50,23,103,130,964,.471,.514,.359,.520,.769,.548
80,Dwight Powell\poweldw01,2017-18,26,DAL,NBA,6-11,79,25,1672,255,430,227,346,28,84,133,185,135,309,444,91,67,32,59,186,671,.593,.656,.333,.626,.719,.656
81,Domantas Sabonis\sabondo01,2017-18,21,IND,NBA,6-11,74,19,1810,340,661,327,624,13,37,168,224,165,407,572,151,40,32,137,220,861,.514,.524,.351,.524,.750,.567
82,Myles Turner\turnemy01,2017-18,21,IND,NBA,6-11,65,62,1836,306,639,250,482,56,157,160,206,93,324,417,87,38,118,96,186,828,.479,.519,.357,.523,.777,.567
83,Ante Zizic\zizican01,2017-18,21,CLE,NBA,6-11,32,2,214,49,67,49,67,0,0,21,29,24,36,60,5,2,13,11,30,119,.731,.731,,.731,.724,.746
84,Bam Adebayo\adebaba01,2017-18,20,MIA,NBA,6-10,69,19,1368,174,340,174,333,0,7,129,179,118,263,381,101,32,41,66,138,477,.512,.523,.000,.512,.721,.570
85,Ryan Anderson\anderry01,2017-18,29,HOU,NBA,6-10,66,50,1725,207,480,76,141,131,339,72,93,94,237,331,60,24,21,42,126,617,.431,.539,.386,.568,.774,.592
86,Ike Anigbogu\anigbik01,2017-18,19,IND,NBA,6-10,11,0,30,4,9,4,9,0,0,5,6,5,4,9,0,1,3,2,1,13,.444,.444,,.444,.833,.558
87,Aron Baynes\baynear01,2017-18,31,BOS,NBA,6-10,81,67,1485,210,446,207,425,3,21,59,78,130,304,434,93,22,51,80,200,482,.471,.487,.143,.474,.756,.502
88,Davis Bertans\bertada01,2017-18,25,SAS,NBA,6-10,77,10,1086,161,366,67,114,94,252,40,49,18,135,153,74,26,28,36,93,456,.440,.588,.373,.568,.816,.588
89,Nemanja Bjelica\bjeline01,2017-18,29,MIN,NBA,6-10,67,21,1371,171,371,95,188,76,183,36,45,53,221,274,86,50,16,52,141,454,.461,.505,.415,.563,.800,.581
90,Chris Boucher\bouchch01,2017-18,25,GSW,NBA,6-10,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,.000,,.000,.000,,.000
91,Tony Bradley\bradlto01,2017-18,20,UTA,NBA,6-10,9,0,29,3,11,3,10,0,1,2,2,4,7,11,1,0,0,0,1,8,.273,.300,.000,.273,1.000,.337
92,Clint Capela\capelca01,2017-18,23,HOU,NBA,6-10,74,74,2034,441,676,441,675,0,1,144,257,241,561,802,68,58,137,103,185,1026,.652,.653,.000,.652,.560,.650
93,Marquese Chriss\chrisma01,2017-18,20,PHO,NBA,6-10,72,49,1527,202,477,146,287,56,190,96,158,76,319,395,83,51,70,107,205,556,.423,.509,.295,.482,.608,.509
94,John Collins\collijo01,2017-18,20,ATL,NBA,6-10,74,26,1785,314,545,298,498,16,47,133,186,176,365,541,98,47,80,105,215,777,.576,.598,.340,.591,.715,.620
95,Nick Collison\collini01,2017-18,37,OKC,NBA,6-10,15,0,75,13,19,13,19,0,0,5,13,7,13,20,4,0,0,7,7,31,.684,.684,,.684,.385,.627
96,Anthony Davis\davisan02,2017-18,24,NOP,NBA,6-10,75,75,2727,780,1462,725,1300,55,162,495,598,187,645,832,174,115,193,162,159,2110,.534,.558,.340,.552,.828,.612
97,Ed Davis\davised01,2017-18,28,POR,NBA,6-10,78,0,1471,170,292,170,291,0,1,74,111,183,392,575,40,32,52,66,188,414,.582,.584,.000,.582,.667,.607
98,Derrick Favors\favorde01,2017-18,26,UTA,NBA,6-10,77,77,2153,395,702,381,639,14,63,140,215,198,354,552,102,54,82,88,164,944,.563,.596,.222,.573,.651,.593
99,Cristiano Felicio\feliccr01,2017-18,25,CHI,NBA,6-10,55,16,977,127,215,127,213,0,2,54,81,83,150,233,55,16,11,54,104,308,.591,.596,.000,.591,.667,.614
100,Danilo Gallinari\gallida01,2017-18,29,LAC,NBA,6-10,21,21,671,102,256,66,145,36,111,81,87,9,92,101,41,12,10,26,30,321,.398,.455,.324,.469,.931,.545
101,Blake Griffin\griffbl01,2017-18,28,TOT,NBA,6-10,58,58,1970,436,996,325,674,111,322,259,330,73,355,428,334,41,18,165,139,1242,.438,.482,.345,.493,.785,.544
102,Richaun Holmes\holmeri01,2017-18,24,PHI,NBA,6-10,48,2,746,135,241,131,210,4,31,37,56,57,154,211,61,20,29,25,97,311,.560,.624,.129,.568,.661,.585
103,Al Horford\horfoal01,2017-18,31,BOS,NBA,6-10,72,72,2277,368,753,271,527,97,226,94,120,103,427,530,339,43,78,132,138,927,.489,.514,.429,.553,.783,.575
104,Serge Ibaka\ibakase01,2017-18,28,TOR,NBA,6-10,76,76,2093,379,784,272,487,107,297,94,118,78,400,478,62,29,99,90,209,959,.483,.559,.360,.552,.797,.574
105,Ersan Ilyasova\ilyaser01,2017-18,30,TOT,NBA,6-10,69,43,1729,277,613,186,360,91,253,105,135,118,287,405,90,61,26,72,157,750,.452,.517,.360,.526,.778,.558
106,Jonathan Isaac\isaacjo01,2017-18,20,ORL,NBA,6-10,27,10,536,55,145,39,99,16,46,19,25,16,83,99,18,33,30,27,48,145,.379,.394,.348,.434,.760,.465
107,Al Jefferson\jeffeal01,2017-18,33,IND,NBA,6-10,36,1,484,111,208,111,205,0,3,30,36,30,113,143,30,16,23,21,66,252,.534,.541,.000,.534,.833,.563
108,Jonas Jerebko\jerebjo01,2017-18,30,UTA,NBA,6-10,74,19,1134,159,341,94,184,65,157,46,57,53,193,246,42,24,12,27,127,429,.466,.511,.414,.562,.807,.586
109,Brice Johnson\johnsbr02,2017-18,23,TOT,NBA,6-10,18,0,98,20,42,20,41,0,1,3,5,9,22,31,2,9,6,5,13,43,.476,.488,.000,.476,.600,.486
110,T.J. Leaf\leaftj01,2017-18,20,IND,NBA,6-10,53,0,459,64,136,46,94,18,42,10,16,29,53,82,9,5,4,10,45,156,.471,.489,.429,.537,.625,.545
111,Jon Leuer\leuerjo01,2017-18,28,DET,NBA,6-10,8,0,136,15,36,15,33,0,3,13,15,7,25,32,5,1,3,7,16,43,.417,.455,.000,.417,.867,.505
112,Kevin Love\loveke01,2017-18,29,CLE,NBA,6-10,59,59,1651,334,729,197,399,137,330,234,266,101,445,546,103,43,24,90,120,1039,.458,.494,.415,.552,.880,.614
113,Tyler Lydon\lydonty01,2017-18,21,DEN,NBA,6-10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
114,Trey Lyles\lylestr01,2017-18,22,DEN,NBA,6-10,73,2,1391,270,550,187,332,83,218,101,143,55,292,347,91,30,34,61,111,724,.491,.563,.381,.566,.706,.591
115,Jarell Martin\martija01,2017-18,23,MEM,NBA,6-10,73,36,1661,221,496,187,398,34,98,89,116,97,221,318,73,39,49,86,211,565,.446,.470,.347,.480,.767,.516
116,Mangok Mathiang\mathima01,2017-18,25,CHO,NBA,6-10,4,0,20,4,7,4,7,0,0,0,1,3,7,10,0,1,0,0,5,8,.571,.571,,.571,.000,.538
117,Josh McRoberts\mcrobjo01,2017-18,30,DAL,NBA,6-10,2,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,.000,,.000,.000,,.000
118,Nikola Mirotic\mirotni01,2017-18,26,TOT,NBA,6-10,55,14,1494,306,684,171,326,135,358,112,137,59,346,405,80,44,39,62,108,859,.447,.525,.377,.546,.818,.577
119,Eric Moreland\moreler01,2017-18,26,DET,NBA,6-10,67,3,805,66,122,66,122,0,0,11,29,81,197,278,78,31,51,42,116,143,.541,.541,,.541,.379,.531
120,Markieff Morris\morrima02,2017-18,28,WAS,NBA,6-10,73,73,1968,330,687,254,480,76,207,105,128,75,334,409,142,56,38,127,216,841,.480,.529,.367,.536,.820,.566
121,Johnathan Motley\motlejo01,2017-18,22,DAL,NBA,6-10,11,4,176,40,75,39,69,1,6,15,28,14,35,49,7,3,2,9,18,96,.533,.565,.167,.540,.536,.550
122,Kyle O'Quinn\oquinky01,2017-18,27,NYK,NBA,6-10,77,10,1387,224,384,220,367,4,17,98,127,121,349,470,158,36,98,100,192,550,.583,.599,.235,.589,.772,.625
123,Emeka Okafor\okafoem01,2017-18,35,NOP,NBA,6-10,26,19,353,48,95,48,95,0,0,18,22,47,73,120,8,8,25,13,30,114,.505,.505,,.505,.818,.545
124,Chinanu Onuaku\onuakch01,2017-18,21,HOU,NBA,6-10,1,0,22,2,5,2,5,0,0,0,0,1,3,4,1,0,0,3,4,4,.400,.400,,.400,,.400
125,Chandler Parsons\parsoch01,2017-18,29,MEM,NBA,6-10,36,8,691,108,234,57,113,51,121,17,27,14,76,90,69,18,11,35,53,284,.462,.504,.421,.571,.630,.578
126,Adreian Payne\paynead01,2017-18,26,ORL,NBA,6-10,5,0,43,7,10,5,7,2,3,5,6,2,7,9,0,2,0,2,6,21,.700,.714,.667,.800,.833,.831
127,Kendrick Perkins\perkike01,2017-18,33,CLE,NBA,6-10,1,0,15,1,2,1,2,0,0,1,2,0,1,1,2,1,0,1,1,3,.500,.500,,.500,.500,.521
128,Ivan Rabb\rabbiv01,2017-18,20,MEM,NBA,6-10,36,5,516,86,152,86,152,0,0,29,36,53,105,158,32,12,13,35,55,201,.566,.566,,.566,.806,.599
129,Willie Reed\reedwi02,2017-18,27,TOT,NBA,6-10,42,5,428,81,121,80,119,1,2,32,55,35,86,121,10,9,22,19,56,195,.669,.672,.500,.674,.582,.671
130,Dario Saric\saricda01,2017-18,23,PHI,NBA,6-10,78,73,2310,403,890,246,491,157,399,178,207,154,366,520,202,51,20,148,160,1141,.453,.501,.393,.541,.860,.582
131,Ben Simmons\simmobe01,2017-18,21,PHI,NBA,6-10,81,81,2732,544,998,544,987,0,11,191,341,145,514,659,661,140,70,278,211,1279,.545,.551,.000,.545,.560,.557
132,Marreese Speights\speigma01,2017-18,30,ORL,NBA,6-10,52,3,675,138,349,52,116,86,233,40,55,21,112,133,40,8,22,40,106,402,.395,.448,.369,.519,.727,.539
133,Tristan Thompson\thomptr01,2017-18,26,CLE,NBA,6-10,53,22,1072,132,235,132,235,0,0,43,79,126,226,352,33,16,17,36,102,307,.562,.562,,.562,.544,.569
